Ticker,Description,Sector,Industry,Exchange
CHEMBOND,CHEMBOND CHEMICALS LTD,Process Industries,Chemicals: Major Diversified,NSE
CHEMCON,CHEMCON SPECIAL CHEM LTD,Process Industries,Chemicals: Specialty,NSE
CHEMFAB,CHEMFAB ALKALIS,Process Industries,Chemicals: Specialty,NSE
CHEMPLASTS,CHEMPLAST SANMAR LTD,Process Industries,Chemicals: Major Diversified,NSE
CHENNPETRO,CHENNAI PETRO CP,Energy Minerals,Oil Refining/Marketing,NSE
CHEVIOT,CHEVIOT COMPANY LTD,Process Industries,Textiles,NSE
CHOICEIN,CHOICE INTERNATIONAL LTD,Commercial Services,Miscellaneous Commercial Services,NSE
CHOLAFIN,CHOLAMANDALAM INV,Finance,Finance/Rental/Leasing,NSE
CHOLAHLDNG,CHOLAMANDALAM FIN,Finance,Finance/Rental/Leasing,NSE
CIGNITITEC,CIGNITI TECHNOLOGI,Technology Services,Information Technology Services,NSE
CINELINE,CINELINE INDIA LTD,Finance,Real Estate Development,NSE
CINEVISTA,CINEVISTA LTD,Consumer Services,Movies/Entertainment,NSE
CIPLA,CIPLA LTD,Health Technology,Pharmaceuticals: Other,NSE
CLEAN,CLEAN SCIENCE & TECH LTD,Process Industries,Chemicals: Specialty,NSE
CLEDUCATE,CL EDUCATE LTD,Commercial Services,Miscellaneous Commercial Services,NSE
CLOUD,VARANIUM CLOUD LIM,Communications,Specialty Telecommunications,NSE
CLSEL,CHAMAN LAL SETIA EXP LTD,Process Industries,Agricultural Commodities/Milling,NSE
CMICABLES,CMI,Producer Manufacturing,Electrical Products,NSE
CMMIPL.ST,CMM INFRAPROJECTS,Industrial Services,Engineering & Construction,NSE
CMNL,CHAMAN METALLICS L,Non-Energy Minerals,Steel,NSE
CMRSL,CYBER MEDIA RESEAR,Technology Services,Data Processing Services,NSE
CMSINFO,CMS INFO SYSTEMS LTD,Finance,Investment Managers,NSE
COALINDIA,COAL INDIA LTD,Energy Minerals,Coal,NSE
COASTCORP,COASTAL CORPORATION LTD,Transportation,Marine Shipping,NSE
COCHINSHIP,COCHIN SHIPYARD LTD,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
COFFEEDAY,COFFEE DAY ENTERPR,Consumer Services,Restaurants,NSE
COFORGE,COFORGE LTD,Technology Services,Information Technology Services,NSE
COLPAL,COLGATE-PALM (IND),Consumer Non-Durables,Household/Personal Care,NSE
COMPINFO,COMPUAGE INFOCOM L,Technology Services,Information Technology Services,NSE
COMPUSOFT,COMPUCOM SOFTWARE,Technology Services,Information Technology Services,NSE
CONCOR,CONTAINER CORP,Transportation,Railroads,NSE
CONFIPET,CONFIDENCE PETRO IND LTD.,Retail Trade,Specialty Stores,NSE
CONSOFINVT,CONSOLIDATED FINVE,Finance,Financial Conglomerates,NSE
CONTI,CONTINENTAL SEEDS,Non-Energy Minerals,Forest Products,NSE
CONTROLPR,CONTROL PRINT LTD,Electronic Technology,Computer Peripherals,NSE
COOLCAPS,COOL CAPS INDUSTRI,Producer Manufacturing,Miscellaneous Manufacturing,NSE
CORALFINAC,CORAL INDIA FIN,Finance,Investment Managers,NSE
CORDSCABLE,CORDS CABLE INDUST,Producer Manufacturing,Electrical Products,NSE
COROMANDEL,COROMANDEL INTL,Process Industries,Chemicals: Specialty,NSE
COSMOFIRST,COSMO FIRST LTD,Process Industries,Containers/Packaging,NSE
COUNCODOS,COUNTRY CONDO'S,Finance,Real Estate Development,NSE
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
CREATIVE,CREATIVE PERIPHERALS AND,Distribution Services,Electronics Distributors,NSE
CREATIVEYE,CREATIVE EYE LTD,Consumer Services,Movies/Entertainment,NSE
CREDITACC,CREDITACCESS GRAME,Finance,Finance/Rental/Leasing,NSE
CREST,CREST VENTURES,Finance,Financial Conglomerates,NSE
CRISIL,CRISIL LTD,Technology Services,Internet Software/Services,NSE
CROMPTON,CROMPTON GREAVES C,Producer Manufacturing,Industrial Machinery,NSE
CROWN,CROWN LIFTERS LTD,Finance,Finance/Rental/Leasing,NSE
CSBBANK,CSB BANK LTD,Finance,Major Banks,NSE
CSLFINANCE,CSL FINANCE LTD,Finance,Investment Banks/Brokers,NSE
CTE,CAMBRIDGE TECH ENT,Technology Services,Information Technology Services,NSE
CUB,CITY UNION BANK,Finance,Regional Banks,NSE
CUBEXTUB,CUBEX TUBINGS,Non-Energy Minerals,Other Metals/Minerals,NSE
CUMMINSIND,CUMMINS INDIA,Producer Manufacturing,Auto Parts: OEM,NSE
CUPID,CUPID LTD(INDIA),Consumer Non-Durables,Household/Personal Care,NSE
CYBERMEDIA,CYBER MEDIA (INDIA,Consumer Services,Publishing: Books/Magazines,NSE
CYBERTECH,CYBERTECH SYSTEMS,Technology Services,Information Technology Services,NSE
CYIENT,CYIENT LTD,Commercial Services,Miscellaneous Commercial Services,NSE
DAAWAT,L.T. FOODS LTD,Process Industries,Agricultural Commodities/Milling,NSE
DABUR,DABUR INDIA LTD,Consumer Non-Durables,Household/Personal Care,NSE
DALBHARAT,DALMIA BHARAT LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
DALMIASUG,DALMIA BHARAT SUGA,Process Industries,Agricultural Commodities/Milling,NSE
DAMODARIND,DAMODAR INDUSTRIES,Process Industries,Textiles,NSE
DANGEE,DANGEE DUMS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
DATAMATICS,DATAMATICS GLOBAL,Technology Services,Packaged Software,NSE
DATAPATTNS,DATA PATTERNS INDIA LTD,Electronic Technology,Electronic Production Equipment,NSE
DBCORP,D B CORP LTD,Consumer Services,Publishing: Newspapers,NSE
DBL,DILIP BUILDCON LTD,Industrial Services,Engineering & Construction,NSE
DBOL,DHAMPUR BIO ORGANICS LTD,Process Industries,Agricultural Commodities/Milling,NSE
DBREALTY,DB REALTY LTD,Finance,Real Estate Development,NSE
DBSTOCKBRO,DB INTL STOCK BROK,Finance,Investment Banks/Brokers,NSE
DCAL,DISHMAN CARBOGEN,Health Technology,Pharmaceuticals: Major,NSE
DCBBANK,DCB BANK LTD,Finance,Regional Banks,NSE
DCI,DC INFOTECH AND COMUN LTD,Electronic Technology,Telecommunications Equipment,NSE
DCM,D.C.M,Technology Services,Information Technology Services,NSE
DCMFINSERV,DCM FINANCIAL SERV,Finance,Finance/Rental/Leasing,NSE
DCMNVL,DCM NOUVELLE LTD,Process Industries,Textiles,NSE
DCMSHRIRAM,DCM SHRIRAM LTD,Producer Manufacturing,Industrial Conglomerates,NSE
DCMSRIND,DCM SHRIRAM IND LTD,Process Industries,Agricultural Commodities/Milling,NSE
DCW,DCW,Process Industries,Chemicals: Specialty,NSE
DCXINDIA,DCX SYSTEMS LTD,Producer Manufacturing,Electrical Products,NSE
DECCANCE,DECCAN CEMENT,Non-Energy Minerals,Construction Materials,NSE
DEEPAKFERT,DEEPAK FERTILISERS,Process Industries,Chemicals: Agricultural,NSE
DEEPAKNTR,DEEPAK NITRITE,Process Industries,Chemicals: Specialty,NSE
DEEPENR,DEEP ENE RESOURCES LTD,Industrial Services,Oilfield Services/Equipment,NSE
DEEPINDS,DEEP INDUSTRIES LTD,Industrial Services,Oilfield Services/Equipment,NSE
DELHIVERY,DELHIVERY LTD,Transportation,Air Freight/Couriers,NSE
DELPHIFX,DELPHI WORLD MONEY LTD,Finance,Regional Banks,NSE
DELTACORP,DELTA CORP LTD,Consumer Services,Movies/Entertainment,NSE
DELTAMAGNT,DELTA MFG LTD,Producer Manufacturing,Metal Fabrication,NSE
DEN,DEN NETWORKS LTD,Consumer Services,Cable/Satellite TV,NSE
DENORA,DE NORA INDIA,Electronic Technology,Electronic Equipment/Instruments,NSE
DESTINY,DESTINY LOGISTICS,Transportation,Air Freight/Couriers,NSE
DEVIT,DEV INFO TECHNOLOGY LTD,Technology Services,Information Technology Services,NSE
DEVYANI,DEVYANI INTERNATIONAL LTD,Consumer Services,Restaurants,NSE
DFMFOODS,D F M FOODS,Consumer Non-Durables,Food: Specialty/Candy,NSE
DGCONTENT,DIGICONTENT LTD,Commercial Services,Commercial Printing/Forms,NSE
DHAMPURSUG,DHAMPUR SUGAR MILL,Process Industries,Agricultural Commodities/Milling,NSE
DHANBANK,DHANLAXMI BANK LTD,Finance,Major Banks,NSE
DHANI,DHANI SERVICES LTD,Finance,Finance/Rental/Leasing,NSE
DHANUKA,DHANUKA AGRITECH,Process Industries,Chemicals: Specialty,NSE
DHARMAJ,DHARMAJ CROP GUARD LTD,Process Industries,Chemicals: Agricultural,NSE
DHARSUGAR,DHARANI SUGAR & CH,Process Industries,Agricultural Commodities/Milling,NSE
DHRUV,DHRUV CONSULTANCY SER LTD,Industrial Services,Engineering & Construction,NSE
DHUNINV,DHUNSERI INVESTMEN,Finance,Financial Conglomerates,NSE
DIAMONDYD,PRATAAP SNACKS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
DICIND,DIC INDIA,Process Industries,Industrial Specialties,NSE
DIGISPICE,DIGISPICE TECHNOLOGIES LTD,Technology Services,Packaged Software,NSE
DIGJAMLMTD,DIGJAM LTD,Process Industries,Textiles,NSE
DIL,DEBOCK INDUSTRIES LTD,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
DISHTV,DISH TV INDIA LTD,Communications,Specialty Telecommunications,NSE
DIVGIITTS,DIVGI TORQTRANSFER SYST L,Producer Manufacturing,Auto Parts: OEM,NSE
DIVISLAB,DIVI'S LABORATORIE,Health Technology,Pharmaceuticals: Major,NSE
DIXON,DIXON TECHNOLOGIES,Electronic Technology,Electronic Production Equipment,NSE
DJML,DJ MEDIAPRINT & LOG LTD,Commercial Services,Commercial Printing/Forms,NSE
DLF,DLF LTD,Finance,Real Estate Development,NSE
DLINKINDIA,D-LINK (INDIA)LTD,Electronic Technology,Telecommunications Equipment,NSE
DMART,AVENUE SUPERMARTS,Retail Trade,Specialty Stores,NSE
DMCC,DMCC SPECIALITY CHEMICALS,Process Industries,Chemicals: Major Diversified,NSE
DNAMEDIA,DILIGENT MEDIA COR,Consumer Services,Publishing: Newspapers,NSE
DODLA,DODLA DAIRY LTD,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
DOLATALGO,DOLAT ALGOTECH LTD,Finance,Investment Banks/Brokers,NSE
DOLLAR,DOLLAR INDUSTRIES,Consumer Non-Durables,Apparel/Footwear,NSE
DONEAR,DONEAR INDUSTRIES,Process Industries,Textiles,NSE
DPABHUSHAN,D. P. ABHUSHAN LTD,Retail Trade,Specialty Stores,NSE
DPSCLTD,DPSC LTD,Utilities,Electric Utilities,NSE
DPWIRES,D P WIRES LTD,Producer Manufacturing,Metal Fabrication,NSE
DRCSYSTEMS,DRC SYSTEMS INDIA LTD,Technology Services,Packaged Software,NSE
DREAMFOLKS,DREAMFOLKS SERVICES LTD,Transportation,Other Transportation,NSE
DREDGECORP,DREDGING CORP IND,Transportation,Marine Shipping,NSE
DRREDDY,DR REDDYS LABS,Health Technology,Pharmaceuticals: Major,NSE
DRSDILIP,DRS DILIP ROADLINE,Transportation,Trucking,NSE
DSSL,DYNACONS SYS SOLUT,Technology Services,Information Technology Services,NSE
DTIL,DHUNSERI TEA & IND,Process Industries,Agricultural Commodities/Milling,NSE
DUCON,DUCON INFRATECHNOL,Distribution Services,Electronics Distributors,NSE
DUGLOBAL,DUDIGITAL GLOBAL LTD,Commercial Services,Miscellaneous Commercial Services,NSE
DVL,DHUNSERI VENTURES,Consumer Non-Durables,Food: Major Diversified,NSE
DWARKESH,DWARIKESH SUGAR IN,Process Industries,Agricultural Commodities/Milling,NSE
DYCL,DYNAMIC CABLES LTD,Producer Manufacturing,Electrical Products,NSE
DYNAMATECH,DYNAMATIC TECHNOLO,Producer Manufacturing,Industrial Machinery,NSE
DYNAMIC,DYNAMIC SERVICES &,Commercial Services,Miscellaneous Commercial Services,NSE
DYNPRO,DYNEMIC PRODUCTS L,Consumer Non-Durables,Food: Specialty/Candy,NSE
E2E,E2E NETWORKS LTD,Technology Services,Information Technology Services,NSE
EASEMYTRIP,EASY TRIP PLANNERS LTD,Consumer Services,Other Consumer Services,NSE
EASTSILK,EASTERN SILK IND,Process Industries,Textiles,NSE
ECLERX,ECLERX SERVICES,Commercial Services,Miscellaneous Commercial Services,NSE
EDELWEISS,EDELWEISS FIN SERV,Finance,Investment Banks/Brokers,NSE
EDUCOMP,EDUCOMP SOLUTIONS,Commercial Services,Miscellaneous Commercial Services,NSE
EICHERMOT,EICHER MOTORS,Consumer Durables,Motor Vehicles,NSE
EIDPARRY,E.I.D.-PARRY(INDIA,Process Industries,Chemicals: Agricultural,NSE
EIFFL,EURO (I) FRESH FOODS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
EIHAHOTELS,EIH ASSOC HOTELS,Consumer Services,Hotels/Resorts/Cruise lines,NSE
EIHOTEL,EIH LTD,Consumer Services,Hotels/Resorts/Cruise lines,NSE
EIMCOELECO,EIMCO ELECON INDIA,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
EKC,EVEREST KANTO CYLI,Producer Manufacturing,Industrial Machinery,NSE
ELDEHSG,ELDECO HSG & IND LTD,Finance,Real Estate Development,NSE
ELECON,ELECON ENGINEERING,Producer Manufacturing,Electrical Products,NSE
ELECTCAST,ELECTROSTEEL CAST,Non-Energy Minerals,Steel,NSE
ELECTHERM,ELECTROTHERM (INDI,Non-Energy Minerals,Steel,NSE
ELGIEQUIP,ELGI EQUIPMENT LTD,Producer Manufacturing,Industrial Machinery,NSE
ELGIRUBCO,ELGI RUBBER CO LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
ELIN,ELIN ELECTRONICS LTD,Electronic Technology,Electronic Production Equipment,NSE
EMAMILTD,EMAMI LTD,Consumer Non-Durables,Household/Personal Care,NSE
EMAMIPAP,EMAMI PAPER MILLS LTD,Process Industries,Pulp & Paper,NSE
EMAMIREAL,EMAMI REALTY LTD,Finance,Real Estate Development,NSE
EMIL,ELECTRONICS MART IND LTD,Retail Trade,Electronics/Appliance Stores,NSE
EMKAY,EMKAY GLOBAL FIN,Finance,Investment Managers,NSE
EMKAYTOOLS,EMKAY TAPS AND CUT,Producer Manufacturing,Industrial Machinery,NSE
EMMBI,EMMBI INDUSTRIES,Process Industries,Containers/Packaging,NSE
EMUDHRA,EMUDHRA LTD,Technology Services,Packaged Software,NSE
ENDURANCE,ENDURANCE TECH,Producer Manufacturing,Metal Fabrication,NSE
ENERGYDEV,ENERGY DEV CO LTD,Utilities,Electric Utilities,NSE
ENGINERSIN,ENGINEERS INDIA,Industrial Services,Engineering & Construction,NSE
ENIL,ENTERTAINMENT NETW,Consumer Services,Broadcasting,NSE
EPL,EPL LTD,Process Industries,Containers/Packaging,NSE
EQUIPPP,EQUIPPP SOC IMP TECH LTD,Technology Services,Internet Software/Services,NSE
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,Finance,Regional Banks,NSE
ERIS,ERIS LIFESCIENCES,Health Technology,Pharmaceuticals: Major,NSE
EROSMEDIA,EROS INTL MEDIA,Consumer Services,Movies/Entertainment,NSE
ESABINDIA,ESAB INDIA,Producer Manufacturing,Electrical Products,NSE
ESCORTS,ESCORTS KUBOTA LTD,Producer Manufacturing,Auto Parts: OEM,NSE
ESSARSHPNG,ESSAR SHIPPING POR,Transportation,Other Transportation,NSE
ESSENTIA,INTEGRA ESSENTIA LTD,Consumer Non-Durables,Apparel/Footwear,NSE
ESTER,ESTER INDUSTRIES,Process Industries,Industrial Specialties,NSE
ETHOSLTD,ETHOS LTD,Retail Trade,Catalog/Specialty Distribution,NSE
EUROBOND,EURO PANEL PRODUCT,Non-Energy Minerals,Aluminum,NSE
EVEREADY,EVEREADY INDUSTRIE,Producer Manufacturing,Electrical Products,NSE
EVERESTIND,EVEREST INDUSTRIES,Distribution Services,Wholesale Distributors,NSE
EXCEL,EXCEL REALTY N INF,Commercial Services,Miscellaneous Commercial Services,NSE
EXCELINDUS,EXCEL INDUSTRIES,Process Industries,Chemicals: Agricultural,NSE
EXIDEIND,EXIDE INDUSTRIES,Producer Manufacturing,Auto Parts: OEM,NSE
EXPLEOSOL,EXPLEO SOLUTIONS,Technology Services,Information Technology Services,NSE
EXXARO,EXXARO TILES LTD,Producer Manufacturing,Building Products,NSE
FACT,FERTILIZERS & CHEM,Process Industries,Chemicals: Agricultural,NSE
FAIRCHEMOR,FAIRCHEM ORGANICS LTD,Process Industries,Chemicals: Specialty,NSE
FAZE3Q,FAZE THREE LTD,Process Industries,Textiles,NSE
FCL,FINEOTEX CHEMICAL,Process Industries,Industrial Specialties,NSE
FCONSUMER,FUTURE CONSUMER LTD,Finance,Investment Managers,NSE
FCSSOFT,FCS SOFTWARE SOLUT,Commercial Services,Miscellaneous Commercial Services,NSE
FDC,FDC LTD,Health Technology,Pharmaceuticals: Major,NSE
FEDERALBNK,FED BANK,Finance,Regional Banks,NSE
FEL,FUTURE ENTERPRISES,Process Industries,Textiles,NSE
FELIX,FELIX INDUSTRIES L,Industrial Services,Environmental Services,NSE
FIBERWEB,FIBERWEB INDIA LTD,Producer Manufacturing,Industrial Conglomerates,NSE
FIDEL,FIDEL SOFTECH LTD,Technology Services,Information Technology Services,NSE
FIEMIND,FIEM INDUSTRIES LTD,Producer Manufacturing,Auto Parts: OEM,NSE
FILATEX,FILATEX INDIA,Process Industries,Textiles,NSE
FINCABLES,FINOLEX CABLES,Producer Manufacturing,Electrical Products,NSE
FINEORG,FINE ORGANIC IND,Process Industries,Chemicals: Major Diversified,NSE
FINOPB,FINO PAYMENTS BANK LTD,Finance,Regional Banks,NSE
FINPIPE,FINOLEX INDUSTRIES,Producer Manufacturing,Miscellaneous Manufacturing,NSE
FIVESTAR,FIVE-STAR BUS FIN LTD,Finance,Financial Conglomerates,NSE
FLEXITUFF,FLEXITUFF VENTURES,Process Industries,Containers/Packaging,NSE
FLFL,FUTURE LIFESTYLE F,Retail Trade,Apparel/Footwear Retail,NSE
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,Process Industries,Chemicals: Specialty,NSE
FMGOETZE,FED MOGUL GOETZE,Producer Manufacturing,Industrial Machinery,NSE
FMNL,FUTURE MKT NETWORK,Transportation,Air Freight/Couriers,NSE
FOCE,FOCE INDIA LTD,Consumer Durables,Other Consumer Specialties,NSE
FOCUS,FOCUS LIGHTG,Producer Manufacturing,Electrical Products,NSE
FOODSIN,FOODS & INNS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
FORCEMOT,FORCE MOTORS LTD,Consumer Durables,Motor Vehicles,NSE
FORTIS,FORTIS HLTH (INDIA,Health Services,Hospital/Nursing Management,NSE
FOSECOIND,FOSECO(INDIA),Process Industries,Chemicals: Major Diversified,NSE
FRETAIL,FUTURE RETAIL LTD,Retail Trade,Food Retail,NSE
FROG,FROG CELLSAT LTD,Electronic Technology,Telecommunications Equipment,NSE
FSC,FUTURE SUPPLY CHAI,Transportation,Air Freight/Couriers,NSE
FSL,FIRSTSOURCE SOLUTI,Commercial Services,Miscellaneous Commercial Services,NSE
FUSION,FUSION MICRO FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
GABRIEL,GABRIEL INDIA,Producer Manufacturing,Auto Parts: OEM,NSE
GAEL,GUJARAT AMBUJA EXP,Consumer Non-Durables,Food: Specialty/Candy,NSE
GAIL,GAIL INDIA LTD,Utilities,Gas Distributors,NSE
GAL,GYSCOAL ALLOYS LTD,Non-Energy Minerals,Steel,NSE
GALAXYSURF,GALAXY SURFACTANTS,Consumer Non-Durables,Household/Personal Care,NSE
GALLANTT,GALLANTT ISPAT LTD,Non-Energy Minerals,Steel,NSE
GANDHITUBE,GANDHI SPECIAL TUB,Non-Energy Minerals,Steel,NSE
GANECOS,GANESHA ECOSPHERE,Process Industries,Textiles,NSE
GANESHBE,GANESH BENZOPLAST LTD,Process Industries,Chemicals: Specialty,NSE
GANESHHOUC,GANESH HOUSING CP,Finance,Real Estate Development,NSE
GANGAFORGE,GANGA FORGING LTD,Producer Manufacturing,Metal Fabrication,NSE
GANGESSECU,GANGES SECURITIES,Finance,Financial Conglomerates,NSE
GARFIBRES,GARWARE TECHNICAL,Producer Manufacturing,Miscellaneous Manufacturing,NSE
GATEWAY,GATEWAY DISTRIPARKS LTD,Non-Energy Minerals,Precious Metals,NSE
GATI,GATI LTD,Transportation,Trucking,NSE
GAYAHWS,GAYATRI HIGHWAYS L,Industrial Services,Engineering & Construction,NSE
GAYAPROJ,GAYATRI PROJECTS,Industrial Services,Engineering & Construction,NSE
GEECEE,GEECEE VENTURES,Finance,Real Estate Development,NSE
GEEKAYWIRE,GEEKAY WIRES LTD,Non-Energy Minerals,Steel,NSE
GENCON,GENERIC ENG CONS PROJ LTD,Industrial Services,Engineering & Construction,NSE
GENESYS,GENESYS INTL,Technology Services,Packaged Software,NSE
GENUSPAPER,GENUS PAPER AND BO,Process Industries,Pulp & Paper,NSE
GENUSPOWER,GENUS POWER INFRA,Electronic Technology,Electronic Equipment/Instruments,NSE
GEOJITFSL,GEOJIT FINANCIAL S,Finance,Investment Banks/Brokers,NSE
GEPIL,GE POWER INDIA LTD,Industrial Services,Engineering & Construction,NSE
GESHIP,GREAT EASTERN SHI,Transportation,Marine Shipping,NSE
GET_D,GE T&D INDIA LTD,Producer Manufacturing,Electrical Products,NSE
GFLLIMITED,GFL LTD,Consumer Services,Movies/Entertainment,NSE
GHCL,GHCL,Process Industries,Textiles,NSE
GICHSGFIN,GIC HOUSING FINANC,Finance,Finance/Rental/Leasing,NSE
GICL,GLOBE INTERNATIONA,Transportation,Trucking,NSE
GICRE,GENERAL INSURANCE,Finance,Specialty Insurance,NSE
GILLANDERS,GILLANDERS ARBUTHN,Consumer Non-Durables,Food: Major Diversified,NSE
GILLETTE,GILLETTE INDIA LTD,Consumer Non-Durables,Household/Personal Care,NSE
GINNIFILA,GINNI FILAMENTS,Process Industries,Textiles,NSE
GIPCL,GUJARAT IND POWER,Utilities,Electric Utilities,NSE
GISOLUTION,GI ENGINEERING SOL,Industrial Services,Engineering & Construction,NSE
GKWLIMITED,GKW LTD,Transportation,Other Transportation,NSE
GLAND,GLAND PHARMA LTD,Health Technology,Pharmaceuticals: Major,NSE
GLAXO,GLAXO SMITHKLINE P,Health Technology,Pharmaceuticals: Major,NSE
GLENMARK,GLENMARK PHARM,Health Technology,Pharmaceuticals: Major,NSE
GLFL,GUJARAT LEASE,Finance,Finance/Rental/Leasing,NSE
GLOBAL,GLOBAL EDUCATION LTD,Commercial Services,Miscellaneous Commercial Services,NSE
GLOBALVECT,GLOBAL VECTRA HELI,Industrial Services,Oilfield Services/Equipment,NSE
GLOBE,GLOBE TEXTILES (I) LTD.,Process Industries,Textiles,NSE
GLOBUSSPR,GLOBUS SPIRITS LTD,Consumer Non-Durables,Beverages: Alcoholic,NSE
GLS,GLENMARK LIFE SCIENCE LTD,Health Technology,Pharmaceuticals: Major,NSE
GMBREW,GM BREWERIES,Consumer Non-Durables,Beverages: Alcoholic,NSE
GMDCLTD,GUJARAT MINERAL DE,Distribution Services,Wholesale Distributors,NSE
GMMPFAUDLR,GMM PFAUDLER LTD,Producer Manufacturing,Industrial Machinery,NSE
GMRINFRA,GMR AIRPORTS INFRA,Transportation,Other Transportation,NSE
GMRP_UI,GMR POW AND URBAN INFRA L,Industrial Services,Engineering & Construction,NSE
GNA,GNA AXLES LTD,Producer Manufacturing,Auto Parts: OEM,NSE
GNFC,GUJARAT NARMADA VA,Process Industries,Chemicals: Specialty,NSE
GOACARBON,GOA CARBON,Process Industries,Industrial Specialties,NSE
GOCLCORP,GOCL CORPORATION L,Process Industries,Industrial Specialties,NSE
GOCOLORS,GO FASHION INDIA LTD,Consumer Non-Durables,Apparel/Footwear,NSE
GODFRYPHLP,GODFREY PHILLIPS,Consumer Non-Durables,Tobacco,NSE
GODHA,GODHA CABCON INSULAT LTD,Producer Manufacturing,Electrical Products,NSE
GODREJAGRO,GODREJ AGROVET LTD,Process Industries,Agricultural Commodities/Milling,NSE
GODREJCP,GODREJ CONSUMER PR,Consumer Non-Durables,Household/Personal Care,NSE
GODREJIND,GODREJ INDUSTRIES,Process Industries,Agricultural Commodities/Milling,NSE
GODREJPROP,GODREJ PROPERTIES,Finance,Real Estate Development,NSE
GOENKA,GOENKA DIAMOND & J,Consumer Durables,Other Consumer Specialties,NSE
GOKEX,GOKALDAS EXPORTS L,Consumer Non-Durables,Apparel/Footwear,NSE
GOKUL,GOKUL REFOILS & SO,Process Industries,Agricultural Commodities/Milling,NSE
GOKULAGRO,GOKUL AGRO RES LTD,Process Industries,Agricultural Commodities/Milling,NSE
GOLDENTOBC,GOLDEN TOBACCO LTD,Finance,Real Estate Development,NSE
GOLDIAM,GOLDIAM INTERNATL,Consumer Durables,Other Consumer Specialties,NSE
GOLDTECH,GOLDSTONE TECHNO,Technology Services,Packaged Software,NSE
GOODLUCK,GOODLUCK INDIA LTD,Non-Energy Minerals,Steel,NSE
GOODYEAR,GOODYEAR(INDIA),Consumer Durables,Automotive Aftermarket,NSE
GOYALALUM,GOYAL ALUMINIUMS LTD,Distribution Services,Wholesale Distributors,NSE
GPIL,GODAWARI POWER,Non-Energy Minerals,Steel,NSE
GPPL,GUJARAT PIPAVAV PO,Transportation,Marine Shipping,NSE
GPTINFRA,GPT INFRAPROJECTS,Industrial Services,Engineering & Construction,NSE
GRANULES,GRANULES INDIA,Health Technology,Pharmaceuticals: Other,NSE
GRAPHITE,GRAPHITE INDIA,Process Industries,Industrial Specialties,NSE
GRASIM,GRASIM INDUSTRIES,Non-Energy Minerals,Construction Materials,NSE
GRAUWEIL,GRAUER & WEIL IND LTD,Process Industries,Chemicals: Specialty,NSE
GRAVITA,GRAVITA INDIA LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
GREAVESCOT,GREAVES COTTON LTD,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
GREENLAM,GREENLAM INDUSTRIE,Non-Energy Minerals,Forest Products,NSE
GREENPANEL,GREENPANEL INDUSTRIES LTD,Non-Energy Minerals,Forest Products,NSE
GREENPLY,GREENPLY INDUSTRIE,Producer Manufacturing,Building Products,NSE
GREENPOWER,ORIENT GREEN POWER,Utilities,Electric Utilities,NSE
GRINDWELL,GRINDWELL NORTON,Process Industries,Industrial Specialties,NSE
GRINFRA,G R INFRAPROJECTS LTD,Industrial Services,Engineering & Construction,NSE
GRMOVER,GRM OVERSEAS LTD,Process Industries,Agricultural Commodities/Milling,NSE
GROBTEA,THE GROB TEA COMPA,Consumer Non-Durables,Food: Major Diversified,NSE
GRPLTD,GRP LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
GRSE,GARDEN REACH SHIPB,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
GRWRHITECH,GARWARE HI-TECH FILMS LIM,Process Industries,Chemicals: Specialty,NSE
GSCLCEMENT,GUJARAT SIDHEE CEM,Non-Energy Minerals,Construction Materials,NSE
GSFC,GUJARAT STATE FER,Process Industries,Chemicals: Agricultural,NSE
GSPL,GUJARAT STATE PETR,Utilities,Gas Distributors,NSE
GSS,GSS INFOTECH LTD,Technology Services,Information Technology Services,NSE
GSTL,GLOBESECURE TECHNO,Distribution Services,Electronics Distributors,NSE
GTL,GTL LTD,Technology Services,Information Technology Services,NSE
GTLINFRA,GTL INFRASTRUCTURE,Industrial Services,Engineering & Construction,NSE
GTPL,GTPL HATHWAY LTD,Communications,Specialty Telecommunications,NSE
GUFICBIO,GUFIC BIOSCIENCES,Health Technology,Pharmaceuticals: Major,NSE
GUJALKALI,GUJARAT ALKALIES,Process Industries,Chemicals: Specialty,NSE
GUJAPOLLO,GUJARAT APOLLO IND,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
